Start Date,07/01/2019,,,,,,,,,,,,,,,,
End Date,05/01/2026,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,SHEL LN Equity,BP/ LN Equity,BARC LN Equity,HSBA LN Equity,ULVR LN Equity,TSCO LN Equity,AZN LN Equity,GSK LN Equity,NG/ LN Equity,DGE LN Equity,IGLS LN Equity,VGOV LN Equity,SLXX LN Equity,GLDW LN Equity,UKX Index,GUKG10 Index,VUKE LN Equity
,#N/A Requesting Data...,#N/A Requesting Data...,#N/A Requesting Data...,#N/A Requesting Data...,#N/A Requesting Data...,#N/A Requesting Data...,#N/A Requesting Data...,#N/A Requesting Data...,#N/A Requesting Data...,#N/A Requesting Data...,#N/A Requesting Data...,#N/A Requesting Data...,#N/A Requesting Data...,#N/A Requesting Data...,#N/A Requesting Data...,#N/A Requesting Data...,Dividend Indicated Yield
Dates,DIVIDEND_INDICATED_YIELD,DIVIDEND_INDICATED_YIELD,DIVIDEND_INDICATED_YIELD,DIVIDEND_INDICATED_YIELD,DIVIDEND_INDICATED_YIELD,DIVIDEND_INDICATED_YIELD,DIVIDEND_INDICATED_YIELD,DIVIDEND_INDICATED_YIELD,DIVIDEND_INDICATED_YIELD,DIVIDEND_INDICATED_YIELD,DIVIDEND_INDICATED_YIELD,DIVIDEND_INDICATED_YIELD,DIVIDEND_INDICATED_YIELD,DIVIDEND_INDICATED_YIELD,DIVIDEND_INDICATED_YIELD,DIVIDEND_INDICATED_YIELD,DIVIDEND_INDICATED_YIELD
12/05/2023,3.851,4.3749,4.7109,9.0924,3.6467,3.9536,1.9759,3.928,4.4406,2.1969,0.8007,3.535,3.0546,#N/A N/A,#N/A N/A,#N/A N/A,3.6213
19/05/2023,3.851,4.3895,4.5477,8.9272,3.7171,4.087,1.9759,4.056,5.0263,2.1886,0.8036,3.6246,3.0912,#N/A N/A,#N/A N/A,#N/A N/A,3.6117
26/05/2023,3.9435,4.4309,4.6084,8.9272,3.8081,4.1319,2.0138,4.1481,5.0886,2.2198,0.8118,3.7285,3.1557,#N/A N/A,#N/A N/A,#N/A N/A,3.6743
02/06/2023,4.0511,4.4547,4.6249,9.0472,3.9137,4.154,2.02,4.2227,5.255,2.3024,0.8083,3.6558,3.1174,#N/A N/A,#N/A N/A,#N/A N/A,3.6803
09/06/2023,4.0432,4.5065,4.6373,8.9757,3.999,4.1619,2.0262,4.1909,5.2575,2.3385,0.81,3.1793,3.4807,#N/A N/A,#N/A N/A,#N/A N/A,4.5636
16/06/2023,3.9713,4.5977,4.7096,8.9126,3.9108,4.1461,2.0131,4.232,5.2825,2.3148,0.8153,3.2161,3.5423,#N/A N/A,#N/A N/A,#N/A N/A,4.5684
23/06/2023,4.0013,4.6477,4.9924,9.0547,3.8816,4.381,2.0776,4.0521,5.3385,2.3495,0.8165,3.1889,3.5421,#N/A N/A,#N/A N/A,#N/A N/A,4.6752
30/06/2023,3.9603,4.6102,4.7268,8.7707,3.8745,4.3881,2.1045,4.1583,5.3282,2.298,0.8174,3.1937,3.5538,#N/A N/A,#N/A N/A,#N/A N/A,4.6296
07/07/2023,4.0644,4.659,4.8749,8.9404,3.9784,4.4237,2.3472,4.3883,5.5484,2.3746,1.6931,3.2869,3.6014,#N/A N/A,#N/A N/A,#N/A N/A,4.8129
14/07/2023,4.01,4.6294,4.6744,8.8937,3.9764,4.36,2.2986,4.3743,5.4273,2.311,1.7013,3.2347,3.5286,#N/A N/A,#N/A N/A,#N/A N/A,4.6925
21/07/2023,3.8367,4.4411,4.4408,8.4934,3.8893,4.1891,2.2034,4.1601,5.26,2.2589,1.691,3.1841,3.4833,#N/A N/A,#N/A N/A,#N/A N/A,4.5581
28/07/2023,4.4461,4.4449,4.9441,8.4303,3.6765,4.1699,2.146,4.013,5.3747,2.2615,1.6913,3.1971,3.4817,#N/A N/A,#N/A N/A,#N/A N/A,4.5377
04/08/2023,4.3586,4.7005,5.1081,7.3595,3.796,4.3513,2.1751,4.1203,5.6595,2.4013,1.688,3.2185,3.4805,#N/A N/A,#N/A N/A,#N/A N/A,4.6064
11/08/2023,4.309,4.701,5.2524,7.4961,3.8035,4.3392,2.1515,4.0481,5.6514,2.3841,1.6911,4.2295,3.5092,#N/A N/A,#N/A N/A,#N/A N/A,4.612
18/08/2023,4.4113,4.8296,5.3383,8.0212,3.9014,4.3652,2.2265,4.1142,5.8272,2.454,1.6944,4.2998,3.5507,#N/A N/A,#N/A N/A,#N/A N/A,4.7683
25/08/2023,4.377,4.8077,5.348,7.9679,3.8468,4.1907,2.2261,4.0393,5.6699,2.4484,1.6863,4.2007,3.5014,#N/A N/A,#N/A N/A,#N/A N/A,4.7143
01/09/2023,4.2588,4.5658,5.1657,7.9612,3.854,4.1179,2.2178,3.9997,5.625,2.5,1.6811,4.1978,3.4854,#N/A N/A,#N/A N/A,#N/A N/A,4.6303
08/09/2023,4.1601,4.4202,5.1943,8.0143,3.8411,4.215,2.188,3.843,5.564,2.5,1.6772,3.4156,3.9726,#N/A N/A,#N/A N/A,#N/A N/A,4.6199
15/09/2023,4.0351,4.3703,4.769,7.4425,3.784,4.0266,2.1692,3.6765,5.422,2.53,1.6727,3.4107,3.9938,#N/A N/A,#N/A N/A,#N/A N/A,4.5316
22/09/2023,3.9926,4.3496,4.9575,7.2828,3.7725,4.0236,2.1483,3.6327,5.422,2.5369,1.6652,3.3933,3.9635,#N/A N/A,#N/A N/A,#N/A N/A,4.5506
29/09/2023,3.9949,4.3029,4.8446,7.2625,3.8227,4.1257,2.1375,3.7198,5.6571,2.6368,1.6689,3.4577,4.0147,#N/A N/A,#N/A N/A,#N/A N/A,4.5829
06/10/2023,4.0328,4.5225,4.9754,5.3653,3.9556,3.9152,2.1688,3.7015,5.9256,2.6281,1.6681,3.4788,4.0538,#N/A N/A,#N/A N/A,#N/A N/A,4.6574
13/10/2023,3.8246,4.1748,5.03,5.3826,3.9546,3.955,2.1624,3.6755,5.6606,2.6255,1.6639,3.4239,3.9999,#N/A N/A,#N/A N/A,#N/A N/A,4.5878
20/10/2023,3.8169,4.1924,5.3155,5.7033,3.8916,3.9971,2.2752,3.7962,5.751,2.5869,1.6671,3.5082,4.0734,#N/A N/A,#N/A N/A,#N/A N/A,4.7109
27/10/2023,3.8551,4.3102,5.9598,5.8447,4.0802,4.0015,2.344,3.8725,5.6502,2.6446,1.6604,3.4693,4.0288,#N/A N/A,#N/A N/A,#N/A N/A,4.7859
03/11/2023,4.0172,4.8394,5.6476,7.1868,4.0448,3.9521,2.3107,3.9947,5.5618,2.5055,1.6539,3.3914,3.9489,#N/A N/A,#N/A N/A,#N/A N/A,4.7036
10/11/2023,4.0523,4.961,5.6793,7.2227,3.948,3.9251,2.3519,3.9867,5.7903,2.807,1.654,4.3538,3.9458,#N/A N/A,#N/A N/A,#N/A N/A,4.727
17/11/2023,4.0849,4.9625,5.3922,7.0326,4.0856,3.9493,2.3129,3.9522,5.6102,2.8475,1.6474,4.2745,3.8734,#N/A N/A,#N/A N/A,#N/A N/A,4.6326
24/11/2023,4.1062,4.975,5.4363,7.1007,4.1028,3.8407,2.3311,3.9189,5.6464,2.8329,1.6529,4.3495,3.9054,#N/A N/A,#N/A N/A,#N/A N/A,4.6382
01/12/2023,4.1494,4.9553,5.4088,7.1642,4.1239,3.8984,2.327,3.8823,5.5179,2.8409,1.6438,4.3032,3.8587,#N/A N/A,#N/A N/A,#N/A N/A,4.6121
08/12/2023,4.2276,5.0627,5.3741,6.9895,4.1174,3.786,2.3445,3.8866,5.3774,2.8279,1.6433,3.4731,4.1646,#N/A N/A,#N/A N/A,#N/A N/A,2.6263
15/12/2023,4.2571,5.1777,5.251,7.1065,4.1514,3.8557,2.3297,3.9283,5.3471,2.8234,1.6302,3.3598,4.1071,#N/A N/A,#N/A N/A,#N/A N/A,2.6355
22/12/2023,4.1518,5.0741,5.0731,6.8937,4.1169,3.8019,2.2739,3.8459,5.3723,2.8154,1.6191,3.3087,4.0457,#N/A N/A,#N/A N/A,#N/A N/A,2.5906
29/12/2023,4.1437,5.0855,5.0072,6.8102,4.1028,3.7522,2.2387,3.8443,5.3875,2.8011,1.6173,3.3288,4.0635,#N/A N/A,#N/A N/A,#N/A N/A,2.5806
05/01/2024,4.1445,5.0029,4.9486,6.8231,4.0717,3.6225,2.2059,3.6173,5.3023,2.8933,2.81,3.408,4.1446,#N/A N/A,#N/A N/A,#N/A N/A,2.5956
12/01/2024,4.3298,5.2199,5.2906,7.0937,4.0542,3.6713,2.1847,3.5442,5.3597,2.8515,2.8536,4.3486,4.1261,#N/A N/A,#N/A N/A,#N/A N/A,2.6168
19/01/2024,4.4951,5.3176,5.4594,7.3553,4.2012,3.6824,2.2583,3.5655,5.5528,2.9461,2.8611,4.424,4.1654,#N/A N/A,#N/A N/A,#N/A N/A,2.6724
26/01/2024,4.3859,5.1345,5.1595,7.0155,4.0776,3.7138,2.2502,3.6272,5.4624,2.808,2.8629,4.4369,4.1551,#N/A N/A,#N/A N/A,#N/A N/A,2.6116
02/02/2024,4.4234,5.1681,5.1088,7.0475,4.0338,3.7483,2.2906,3.5998,5.4781,2.7675,2.8624,4.4207,4.1362,#N/A N/A,#N/A N/A,#N/A N/A,2.6199
09/02/2024,4.3949,4.8289,5.4119,7.1007,3.821,3.8859,2.3438,3.494,5.7126,2.8028,2.8712,3.9568,4.1539,#N/A N/A,#N/A N/A,#N/A N/A,2.6343
16/02/2024,4.3782,4.8949,5.2481,6.775,3.7983,3.8984,2.2665,3.4598,5.6102,2.776,2.8714,3.9768,4.1432,#N/A N/A,#N/A N/A,#N/A N/A,2.5782
23/02/2024,4.3834,4.9569,4.8858,8.0776,3.8244,3.897,2.2385,3.4681,5.5099,2.7216,2.8643,3.9547,4.1189,#N/A N/A,#N/A N/A,#N/A N/A,2.5782
01/03/2024,4.3826,4.8986,4.7192,7.872,3.9569,3.9265,2.2696,3.4902,5.5072,2.7422,2.8643,3.9388,4.1335,#N/A N/A,#N/A N/A,#N/A N/A,2.5832
08/03/2024,4.4242,4.8939,4.6447,8.3186,3.9904,3.8085,2.2438,3.4668,5.4131,2.8276,2.8577,3.4023,4.2902,#N/A N/A,#N/A N/A,#N/A N/A,2.6125
15/03/2024,4.2897,4.7055,4.5218,8.0668,3.9743,3.79,2.2224,3.516,5.4363,2.7955,2.8597,3.4442,4.3461,#N/A N/A,#N/A N/A,#N/A N/A,2.6052
22/03/2024,4.1536,4.6315,4.4248,7.7196,3.8489,3.705,2.1826,3.4385,5.3446,2.8013,2.8455,3.4028,4.3103,#N/A N/A,#N/A N/A,#N/A N/A,2.5355
29/03/2024,4.1647,4.6609,4.3668,7.7932,3.8499,3.675,2.1425,3.3946,5.3471,2.7779,2.845,3.3971,4.3159,#N/A N/A,#N/A N/A,#N/A N/A,2.5275
05/04/2024,3.9325,4.5651,4.2163,7.521,3.9888,3.7638,2.1542,3.5594,5.5179,2.8519,2.8484,3.5886,4.3467,#N/A N/A,#N/A N/A,#N/A N/A,2.5403
12/04/2024,3.7223,4.2857,4.3749,7.3829,4.033,4.2771,2.0677,3.5291,5.494,2.919,2.8529,3.6202,4.3678,#N/A N/A,#N/A N/A,#N/A N/A,2.5098
19/04/2024,3.8346,4.4871,4.3048,7.4651,4.0161,4.2999,2.09,3.6273,5.4808,2.865,2.8561,3.646,4.3901,#N/A N/A,#N/A N/A,#N/A N/A,2.5399
26/04/2024,3.7652,4.4025,3.9149,7.2694,3.7306,4.1883,1.9084,3.5088,5.4363,2.9275,2.8599,3.6671,4.4028,#N/A N/A,#N/A N/A,#N/A N/A,2.4622
03/05/2024,3.7985,4.5267,3.9535,6.8375,3.6816,4.0563,1.8986,3.4035,5.3073,2.9779,2.8491,3.6386,4.3632,#N/A N/A,#N/A N/A,#N/A N/A,2.4366
10/05/2024,3.6857,4.5332,3.7392,6.9308,3.5957,3.8819,1.8494,3.2787,5.103,2.8514,2.8432,4.6021,4.3317,#N/A N/A,#N/A N/A,#N/A N/A,2.372
17/05/2024,3.8716,4.6707,3.6909,6.9209,3.5724,3.8919,1.8891,3.3239,5.0176,2.9018,2.8419,4.6011,4.3176,#N/A N/A,#N/A N/A,#N/A N/A,2.3688
24/05/2024,3.917,4.7509,3.7011,6.9568,3.589,3.8413,1.8606,3.3249,6.4225,3.0177,2.8484,4.6493,4.3568,#N/A N/A,#N/A N/A,#N/A N/A,2.3989
31/05/2024,3.862,4.7008,3.6364,6.9269,3.6033,3.8907,1.8767,3.3399,6.4734,3.0894,2.8468,4.663,4.3685,#N/A N/A,#N/A N/A,#N/A N/A,2.4088
07/06/2024,3.9737,4.9594,3.6824,6.9448,3.5074,3.9337,1.822,3.6219,6.5717,3.0437,2.842,3.675,4.5212,#N/A N/A,#N/A N/A,#N/A N/A,6.1541
14/06/2024,4.0052,4.9885,3.9604,7.1275,3.4648,3.9007,1.8287,3.6772,6.4763,3.1511,2.8305,3.6246,4.5444,#N/A N/A,#N/A N/A,#N/A N/A,6.323
21/06/2024,3.91,4.872,3.9053,7.0555,3.4773,3.9209,1.8343,3.6898,6.3553,3.1523,2.8252,3.6333,4.5399,#N/A N/A,#N/A N/A,#N/A N/A,6.2496
28/06/2024,3.8313,4.8289,3.8296,7.0535,3.5486,3.9542,1.8515,3.8575,6.4719,3.2644,2.8265,3.6582,4.5459,#N/A N/A,#N/A N/A,#N/A N/A,6.298
05/07/2024,3.7939,4.7588,3.6273,7.0535,3.5617,3.8907,1.8976,3.9047,6.1553,3.221,2.825,3.7259,4.5117,#N/A N/A,#N/A N/A,#N/A N/A,6.2706
12/07/2024,3.8606,5.06,3.5963,7.0535,3.4773,3.8014,1.866,3.8893,6.0077,3.2001,3.6599,3.7323,4.4963,#N/A N/A,#N/A N/A,#N/A N/A,6.2339
19/07/2024,3.8869,5.0179,3.4988,7.0535,3.4301,3.7117,1.8898,3.8752,6.1118,3.263,3.725,3.732,4.4974,#N/A N/A,#N/A N/A,#N/A N/A,6.3149
26/07/2024,3.9065,5.0489,3.4572,7.0535,3.2716,3.6992,1.9222,3.7991,5.8634,3.1677,3.7163,3.7306,4.4858,#N/A N/A,#N/A N/A,#N/A N/A,6.2071
02/08/2024,3.8555,5.646,3.9216,7.5682,3.2007,3.7037,1.8567,3.84,5.7293,3.356,3.6928,3.6417,4.45,#N/A N/A,#N/A N/A,#N/A N/A,6.2985
09/08/2024,3.8569,5.7899,3.7572,7.4952,3.2792,3.6611,1.8435,3.8326,5.8359,3.2917,3.6972,4.5756,4.4774,#N/A N/A,#N/A N/A,#N/A N/A,6.2768
16/08/2024,3.8375,5.6915,3.5918,7.3343,3.2806,3.5463,1.7946,3.7712,5.8121,3.2161,3.699,4.5861,4.4619,#N/A N/A,#N/A N/A,#N/A N/A,6.1583
23/08/2024,3.9363,5.8499,3.5583,7.3555,3.224,3.4661,1.7905,3.7441,5.7408,3.1558,3.6917,4.5689,4.4475,#N/A N/A,#N/A N/A,#N/A N/A,6.1431
30/08/2024,3.9935,5.8485,3.5902,7.2231,3.1616,3.421,1.7638,3.621,5.7201,3.2304,3.694,4.597,4.4568,#N/A N/A,#N/A N/A,#N/A N/A,6.1011
06/09/2024,4.2554,6.1902,3.7129,7.4224,3.1115,3.3006,1.8508,3.6331,5.6029,3.328,3.6717,3.6084,4.4909,#N/A N/A,#N/A N/A,#N/A N/A,3.7785
13/09/2024,4.1913,6.2132,3.7079,7.3109,3.1405,3.3196,1.9629,3.6731,5.474,3.2337,3.6671,3.5895,4.5206,#N/A N/A,#N/A N/A,#N/A N/A,3.768
20/09/2024,4.179,6.132,3.6163,7.2909,3.1961,3.3297,1.9875,3.9063,5.5136,3.202,3.6726,3.6307,4.5399,#N/A N/A,#N/A N/A,#N/A N/A,3.7849
27/09/2024,4.4169,6.4701,3.5769,7.0725,3.1694,3.3546,2.009,3.9037,5.519,3.0107,3.6751,3.6597,4.5646,#N/A N/A,#N/A N/A,#N/A N/A,3.743
04/10/2024,4.1539,6.0246,3.6243,6.9611,3.2422,3.4511,1.9946,4.111,5.7293,3.0726,3.687,3.7078,4.5721,#N/A N/A,#N/A N/A,#N/A N/A,3.758
11/10/2024,4.1307,6.1335,3.4768,7.1534,3.2274,3.4994,1.9902,4.0541,5.7305,3.1304,3.6809,3.7392,4.5825,#N/A N/A,#N/A N/A,#N/A N/A,3.7701
18/10/2024,4.221,6.2847,3.3849,7.0756,3.2107,3.4549,1.9599,4.065,5.5566,3.0124,3.6702,3.6819,4.5215,#N/A N/A,#N/A N/A,#N/A N/A,3.7229
25/10/2024,4.1979,6.2024,3.3969,7.0601,3.2281,3.5431,2.0173,4.1422,5.7201,3.1133,3.6777,3.7282,4.5583,#N/A N/A,#N/A N/A,#N/A N/A,3.7738
01/11/2024,4.2,6.5134,3.4081,6.7225,3.2342,3.592,2.1242,4.2973,5.7862,3.3343,3.6984,3.7951,4.6093,#N/A N/A,#N/A N/A,#N/A N/A,3.8105
08/11/2024,4.2238,6.5989,3.2604,6.9134,3.3882,3.6211,2.3642,4.4171,5.6323,3.4428,3.695,4.8185,4.601,#N/A N/A,#N/A N/A,#N/A N/A,3.8512
15/11/2024,4.2295,6.4368,3.1618,6.655,3.3845,3.6159,2.3465,4.6887,5.6381,3.4068,3.6896,4.8456,4.608,#N/A N/A,#N/A N/A,#N/A N/A,3.8495
22/11/2024,4.1613,6.2729,3.1882,6.5851,3.2763,3.5371,2.2353,4.5455,5.5303,3.3301,3.6841,4.8107,4.5938,#N/A N/A,#N/A N/A,#N/A N/A,3.7513
29/11/2024,4.2788,6.4042,3.1084,6.5105,3.27,3.4116,2.2063,4.5693,5.537,3.3952,3.6705,4.7511,4.5391,#N/A N/A,#N/A N/A,#N/A N/A,3.7393
06/12/2024,4.3712,6.5211,3.0967,6.4151,3.323,3.4069,2.1976,4.5387,5.7358,3.2971,3.6714,3.7677,4.613,#N/A N/A,#N/A N/A,#N/A N/A,2.3186
13/12/2024,4.3353,6.2214,3.0438,6.2259,3.2967,3.3602,2.2366,4.5882,5.8196,3.0503,3.6697,3.8195,4.6767,#N/A N/A,#N/A N/A,#N/A N/A,2.335
20/12/2024,4.5236,6.4988,3.1508,6.2701,3.3719,3.4116,2.2829,4.6212,5.9186,3.1892,3.674,3.8565,4.6953,#N/A N/A,#N/A N/A,#N/A N/A,2.3952
27/12/2024,4.4384,6.3909,3.0955,6.1386,3.3586,3.4069,2.2383,4.5438,5.8146,3.1508,3.6766,3.8843,4.7063,#N/A N/A,#N/A N/A,#N/A N/A,2.3772
03/01/2025,4.2205,6.0384,3.0775,6.0978,3.3704,3.3575,2.21,4.5522,5.7743,3.2621,3.6727,3.8764,4.6902,#N/A N/A,#N/A N/A,#N/A N/A,2.352
10/01/2025,4.1264,5.7948,3.1777,5.9696,3.3905,3.4751,2.1319,4.5202,5.9843,3.2648,3.867,5.0107,4.7613,#N/A N/A,#N/A N/A,#N/A N/A,2.3477
17/01/2025,3.9816,5.672,2.8339,5.7983,3.3513,3.4284,2.1405,4.4886,5.706,3.2809,3.9288,4.9462,4.6999,#N/A N/A,#N/A N/A,#N/A N/A,2.2777
24/01/2025,4.1343,5.8672,2.7982,5.8316,3.383,3.4722,2.1188,4.4969,5.755,3.1904,3.9225,4.9277,4.6744,#N/A N/A,#N/A N/A,#N/A N/A,2.2783
31/01/2025,4.2695,5.8304,2.7609,5.6406,3.3187,3.3584,2.0639,4.3416,5.6093,3.3019,3.9144,4.8947,4.65,#N/A N/A,#N/A N/A,#N/A N/A,2.2309
07/02/2025,4.3236,5.6858,2.6912,5.5858,3.2721,3.2275,2.1073,4.2273,5.5945,3.5952,3.9016,3.8502,4.6295,#N/A N/A,#N/A N/A,#N/A N/A,2.2238
14/02/2025,4.2767,5.4061,2.8513,5.485,3.6014,3.1518,2.0878,4.2509,5.7417,3.7234,3.9001,3.8651,4.6325,#N/A N/A,#N/A N/A,#N/A N/A,2.2153
21/02/2025,4.3359,5.6513,2.765,5.8029,3.603,3.3414,2.0878,4.2687,5.7358,3.6477,3.9044,3.8892,4.6494,#N/A N/A,#N/A N/A,#N/A N/A,2.2283
28/02/2025,4.3384,5.7825,2.6984,5.5058,3.5307,3.2877,2.0425,4.1596,5.6369,3.6933,3.8912,3.8523,4.6276,#N/A N/A,#N/A N/A,#N/A N/A,2.1887
07/03/2025,4.4768,6.1167,2.8117,5.8652,3.4388,3.2886,2.0249,3.9765,5.9109,3.6703,3.8922,3.8898,4.733,#N/A N/A,#N/A N/A,#N/A N/A,2.2127
14/03/2025,4.3425,5.895,2.8499,5.9083,3.4895,3.6851,2.038,4.0371,5.6883,3.8676,3.8887,5.1386,4.8078,#N/A N/A,#N/A N/A,#N/A N/A,3.7411
21/03/2025,4.1936,5.6199,2.824,5.8306,3.4773,3.8391,2.1058,4.0424,5.5979,3.8695,3.891,5.1802,4.8232,#N/A N/A,#N/A N/A,#N/A N/A,3.767
28/03/2025,4.0894,5.807,2.862,5.8056,3.4538,3.7617,2.1412,4.0981,5.4443,3.9035,3.8856,5.1725,4.82,#N/A N/A,#N/A N/A,#N/A N/A,3.7565
04/04/2025,4.6085,6.8221,3.3593,6.7635,3.375,3.6765,2.2617,4.3034,5.3153,3.9704,3.8596,5.0546,4.8124,#N/A N/A,#N/A N/A,#N/A N/A,4.0364
11/04/2025,4.9549,7.6242,3.2564,6.9136,3.3916,4.1807,2.4425,4.7141,5.4308,3.8911,3.8606,4.0918,4.875,#N/A N/A,#N/A N/A,#N/A N/A,4.0678
18/04/2025,4.6888,7.0366,3.0292,6.5149,3.2964,3.8635,2.4145,4.5642,5.0936,3.8573,3.8519,4.04,4.8212,#N/A N/A,#N/A N/A,#N/A N/A,3.9092
25/04/2025,4.6412,6.9391,2.8684,6.1634,3.4818,3.8279,2.3504,4.3916,5.1269,3.8685,3.8446,4.0075,4.768,#N/A N/A,#N/A N/A,#N/A N/A,3.8417
02/05/2025,4.3337,6.8741,2.7902,6.0267,3.4227,3.6927,2.273,4.2803,5.1533,3.7682,3.8404,4.0093,4.7635,#N/A N/A,#N/A N/A,#N/A N/A,3.769
09/05/2025,4.384,6.4679,2.7362,5.9997,3.4567,3.6272,2.3871,4.5009,5.2144,3.6661,3.841,4.0278,4.7617,#N/A N/A,#N/A N/A,#N/A N/A,3.7796
16/05/2025,4.3268,6.4592,2.5806,5.7713,3.527,3.7751,2.3663,4.446,4.4013,3.7121,3.8484,5.0936,4.7614,#N/A N/A,#N/A N/A,#N/A N/A,3.7204
23/05/2025,4.4528,6.7602,2.5982,5.8643,3.4744,3.5892,2.3423,4.3494,4.2823,3.9527,3.8449,5.1424,4.7797,#N/A N/A,#N/A N/A,#N/A N/A,3.7068
30/05/2025,4.3992,6.6935,2.5649,5.8348,3.4656,3.5309,2.2803,4.1141,4.4644,3.9606,3.8428,5.1089,4.7545,#N/A N/A,#N/A N/A,#N/A N/A,3.6774
06/06/2025,4.2974,6.6621,2.521,5.7785,3.5141,3.5074,2.2671,4.0978,4.5031,4.1327,3.8404,5.0881,4.7754,#N/A N/A,#N/A N/A,#N/A N/A,3.6489
13/06/2025,4.0957,6.2327,2.6308,5.8799,3.5194,3.4405,2.225,4.1019,4.3951,4.0967,3.8317,4.0267,4.7974,#N/A N/A,#N/A N/A,#N/A N/A,4.1419
20/06/2025,4.0163,6.2594,2.5926,5.8772,3.5749,3.408,2.3522,4.4207,4.4538,4.2469,3.83,4.0308,4.7935,#N/A N/A,#N/A N/A,#N/A N/A,4.2144
27/06/2025,4.1654,6.5011,2.4812,5.7616,3.6806,3.4173,2.3909,4.4112,4.393,4.3546,3.82,4.0277,4.7676,#N/A N/A,#N/A N/A,#N/A N/A,4.2059
04/07/2025,4.1004,6.3494,2.5416,5.7511,3.621,3.3785,2.365,4.4128,4.4623,4.1857,3.8188,4.0415,4.7754,#N/A N/A,#N/A N/A,#N/A N/A,4.1908
11/07/2025,4.0329,5.9893,2.4706,5.5958,3.6395,3.4156,2.3392,4.4018,4.5447,4.2034,3.8866,5.0724,4.7809,#N/A N/A,#N/A N/A,#N/A N/A,4.1384
18/07/2025,4.1129,6.0215,2.4024,5.4608,3.674,3.2917,2.3746,4.5994,4.4096,4.1413,3.9638,5.1126,4.8038,#N/A N/A,#N/A N/A,#N/A N/A,4.1157
25/07/2025,4.0397,6.0533,2.3301,5.3161,3.6526,3.1972,2.2629,4.4524,4.3992,4.0428,3.9576,5.0965,4.777,#N/A N/A,#N/A N/A,#N/A N/A,4.0544
01/08/2025,3.9119,6.0396,2.3833,5.5086,3.627,3.2311,2.1853,4.5113,4.3279,4.3845,3.9463,5.0471,4.7435,#N/A N/A,#N/A N/A,#N/A N/A,4.0688
08/08/2025,3.9916,5.8153,2.3101,5.3831,3.6512,3.3669,2.2217,4.5145,4.4411,3.9097,3.9526,5.0701,4.7598,#N/A N/A,#N/A N/A,#N/A N/A,4.0493
15/08/2025,4.0127,5.8402,2.2902,5.3854,3.6651,3.3156,2.0933,4.4211,4.4751,3.8886,3.9529,4.9995,4.7695,#N/A N/A,#N/A N/A,#N/A N/A,4.0154
22/08/2025,3.9337,5.8119,2.2579,5.2273,3.5251,3.2137,2.0275,4.2582,4.4538,3.7254,3.9479,5.0233,4.7719,#N/A N/A,#N/A N/A,#N/A N/A,3.9396
29/08/2025,3.8875,5.6956,2.3585,5.341,3.5327,3.2411,2.0582,4.3373,4.488,3.8563,3.9479,5.0329,4.7856,#N/A N/A,#N/A N/A,#N/A N/A,3.984
05/09/2025,4.0303,5.921,2.3542,5.2506,3.446,3.1066,2.0071,4.2683,4.5184,3.8848,3.9426,4.9939,4.8049,#N/A N/A,#N/A N/A,#N/A N/A,3.9781
12/09/2025,4.0158,5.852,2.2363,5.0212,3.5495,3.1214,2.0575,4.1902,4.4559,4.2277,3.9445,4.0797,4.8585,#N/A N/A,#N/A N/A,#N/A N/A,3.5748
19/09/2025,4.0535,5.852,2.2272,4.9196,3.6087,3.1509,2.1466,4.2098,4.514,4.3523,3.9438,4.1072,4.8557,#N/A N/A,#N/A N/A,#N/A N/A,3.641
26/09/2025,3.874,5.5243,2.2216,4.8675,3.7249,3.1038,2.206,4.2396,4.4242,4.5178,3.9411,4.1079,4.8533,#N/A N/A,#N/A N/A,#N/A N/A,3.6116
03/10/2025,3.9185,5.8078,2.2058,4.762,3.7418,3.1758,1.9182,3.8686,4.336,4.4057,3.9376,4.0903,4.8317,#N/A N/A,#N/A N/A,#N/A N/A,3.5315
10/10/2025,3.9279,5.8527,2.2819,5.0874,3.6642,3.1915,1.8984,3.8769,4.2261,4.3886,3.9312,4.1245,4.8246,#N/A N/A,#N/A N/A,#N/A N/A,3.5483
17/10/2025,3.9352,5.9872,2.3756,5.2435,3.5228,3.2233,1.9323,3.8769,4.1345,4.3261,3.9198,4.0909,4.7961,#N/A N/A,#N/A N/A,#N/A N/A,3.5766
24/10/2025,3.7144,5.6583,2.189,5.0362,3.5156,3.1291,1.9363,3.8889,4.0591,4.3631,3.9124,4.0528,4.7555,#N/A N/A,#N/A N/A,#N/A N/A,3.4701
31/10/2025,3.8064,5.5642,2.0885,4.7476,3.5922,3.1019,1.9459,3.5945,4.0982,4.5152,3.9075,4.0377,4.7417,#N/A N/A,#N/A N/A,#N/A N/A,3.4442
07/11/2025,3.8044,5.4915,2.1003,4.7148,3.5696,3.0044,1.8811,3.6189,4.035,4.5767,3.9072,4.0534,4.7596,#N/A N/A,#N/A N/A,#N/A N/A,3.4581
14/11/2025,3.7924,5.4665,2.0556,4.5714,3.6878,3.2505,1.7932,3.5874,4.0385,4.4057,3.9115,5.1332,4.7939,#N/A N/A,#N/A N/A,#N/A N/A,3.4434
