Start Date,07/01/2019,,,,,,,,,,,,,,,
End Date,05/01/2026,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,SHEL LN Equity,BP/ LN Equity,BARC LN Equity,HSBA LN Equity,ULVR LN Equity,TSCO LN Equity,AZN LN Equity,GSK LN Equity,NG/ LN Equity,DGE LN Equity,IGLS LN Equity,VGOV LN Equity,SLXX LN Equity,GLDW LN Equity,UKX Index,GUKG10 Index
,#N/A Requesting Data...,#N/A Requesting Data...,#N/A Requesting Data...,#N/A Requesting Data...,#N/A Requesting Data...,#N/A Requesting Data...,#N/A Requesting Data...,#N/A Requesting Data...,#N/A Requesting Data...,#N/A Requesting Data...,#N/A Requesting Data...,#N/A Requesting Data...,#N/A Requesting Data...,#N/A Requesting Data...,#N/A Requesting Data...,#N/A Requesting Data...
Dates,PE_RATIO,PE_RATIO,PE_RATIO,PE_RATIO,PE_RATIO,PE_RATIO,PE_RATIO,PE_RATIO,PE_RATIO,PE_RATIO,PE_RATIO,PE_RATIO,PE_RATIO,PE_RATIO,PE_RATIO,PE_RATIO
15/09/2023,7.765,6.2304,4.5043,6.5906,13.8737,14.5972,34.1703,11.3589,13.3255,19.9924,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,10.8973,#N/A N/A
22/09/2023,7.7541,6.1854,4.3331,6.6548,13.7706,14.608,34.0896,11.4959,13.3255,19.7007,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,10.8564,#N/A N/A
29/09/2023,7.4844,4.51,4.5744,5.729,13.6387,14.2467,35.6608,9.9334,13.5861,18.883,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,10.7671,#N/A N/A
06/10/2023,7.4311,4.3009,4.4541,5.8294,13.2094,15.0125,35.2275,9.9827,12.9706,18.9887,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,10.6266,#N/A N/A
13/10/2023,7.7734,4.6221,4.4058,5.7646,13.1953,14.8615,35.0504,10.0533,13.5778,18.8567,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,10.7761,#N/A N/A
20/10/2023,7.8,4.6091,4.1692,5.4481,13.3248,14.7051,33.3595,9.7337,13.3643,19.1651,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,10.498,#N/A N/A
27/10/2023,7.7088,4.4751,3.7185,5.3066,12.7457,14.6889,32.3222,9.5419,13.6028,18.7128,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,10.3408,#N/A N/A
03/11/2023,7.7291,4.218,3.924,5.4277,12.9363,14.8723,33.4694,9.2916,13.819,20.1623,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,10.5192,#N/A N/A
10/11/2023,7.5587,4.0592,3.9021,5.3278,13.1457,14.9747,32.4394,9.3103,13.6471,17.7538,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,10.4439,#N/A N/A
17/11/2023,7.6328,4.1306,4.1099,5.5699,12.6802,14.883,33.5772,9.3915,14.0852,17.8152,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,10.9772,#N/A N/A
24/11/2023,7.6983,4.1772,4.0765,5.5928,12.742,15.3036,33.7762,9.4714,13.9951,18.1548,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,10.9607,#N/A N/A
01/12/2023,7.6708,4.2228,4.0972,5.5815,12.8332,15.0772,34.0694,9.5606,14.3209,18.2283,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,11.021,#N/A N/A
08/12/2023,7.4405,4.0847,4.1237,5.6539,12.8516,15.5247,33.4186,9.5499,14.6952,18.0975,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,11.053,#N/A N/A
15/12/2023,7.4831,4.0449,4.2204,5.6317,12.7267,15.2443,34.0588,9.4487,14.7784,18.3575,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,11.0853,#N/A N/A
22/12/2023,7.6747,4.1285,4.3683,5.8069,12.7129,15.46,34.9029,9.6511,14.7091,18.4137,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,11.2625,#N/A N/A
29/12/2023,11.5158,6.8709,5.592,7.1028,16.1824,15.6649,35.2312,11.926,14.6675,20.7558,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,11.3148,#N/A N/A
05/01/2024,11.4784,6.963,5.6582,7.0677,16.4313,16.2257,35.6471,12.6743,14.9032,20.0331,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,10.3035,#N/A N/A
12/01/2024,11.0011,6.6819,5.2924,6.8066,16.5168,16.0101,36.0369,12.9359,14.7437,20.3521,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,10.2151,#N/A N/A
19/01/2024,10.5533,6.5323,5.1287,6.5377,15.9615,15.9615,34.7202,12.8586,14.2308,19.6188,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,10.002,#N/A N/A
26/01/2024,10.8373,6.7786,5.4269,6.8679,16.5172,15.8267,34.9144,12.6398,14.4665,20.6239,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,10.2388,#N/A N/A
02/02/2024,10.9431,6.6848,5.4807,6.7861,16.696,15.6811,34.045,13.25,14.4249,21.1001,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,10.2158,#N/A N/A
09/02/2024,11.0236,6.9787,5.1738,6.7412,17.3148,15.1257,32.1045,13.6513,13.8329,20.8524,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,10.1681,#N/A N/A
16/02/2024,11.0464,6.8726,5.3353,7.0529,17.4011,15.0772,33.142,13.7862,14.0852,21.0171,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,10.2593,#N/A N/A
23/02/2024,11.0944,6.8244,5.9542,6.6303,17.3029,11.2815,33.742,13.7533,14.3417,21.5561,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,10.252,#N/A N/A
01/03/2024,11.0773,6.8936,6.1644,6.7916,16.6745,11.1968,33.222,13.6661,14.3486,21.3565,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,10.2641,#N/A N/A
08/03/2024,11.1403,7.0054,6.2633,6.525,16.6315,11.5437,34.1168,13.7582,14.5982,21.0274,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,11.5276,#N/A N/A
15/03/2024,11.3824,7.2179,6.4335,6.6658,16.6264,11.6002,34.123,13.5658,14.5358,21.0702,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,11.6631,#N/A N/A
22/03/2024,11.6288,7.2543,6.5745,6.8907,17.106,11.8664,34.3722,13.8717,14.7853,20.8004,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,12.0274,#N/A N/A
29/03/2024,12.1394,11.5401,6.9132,6.7258,17.1624,11.9632,32.9608,15.4624,17.7829,21.0311,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,12.1861,#N/A N/A
05/04/2024,12.8664,11.7916,7.16,6.9747,16.5164,11.6809,32.8078,14.7466,17.2324,20.5009,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,12.1393,#N/A N/A
12/04/2024,13.3929,12.3755,6.9004,7.0006,16.3886,11.4106,33.6762,14.8733,17.3074,19.7348,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,12.2751,#N/A N/A
19/04/2024,12.9392,11.764,7.0128,6.8906,16.3612,11.3501,33.1592,14.4706,17.3491,20.0117,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,12.1181,#N/A N/A
26/04/2024,13.2817,12.085,7.7113,7.1321,17.8154,11.6526,36.603,14.9593,17.4909,19.7398,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,12.4885,#N/A N/A
03/05/2024,13.1334,11.8052,7.6358,7.6158,18.0158,12.0318,36.9543,15.6878,17.9163,19.491,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,12.5958,#N/A N/A
10/05/2024,13.5268,11.7006,8.0736,7.5085,18.4136,12.5722,37.9115,16.2851,18.6337,20.3422,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,12.9441,#N/A N/A
17/05/2024,13.0476,11.5065,8.1792,7.6189,18.6186,12.54,37.6061,16.0633,18.9506,20.2536,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,12.9368,#N/A N/A
24/05/2024,12.9299,11.3415,8.1566,7.5992,18.6182,12.7054,38.2829,16.0588,15.9896,19.5268,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,12.9307,#N/A N/A
31/05/2024,13.11,11.4589,8.3019,7.6297,18.5387,12.544,37.941,15.9864,15.8638,19.0676,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,12.8609,#N/A N/A
07/06/2024,12.7357,10.8563,8.1981,7.6064,19.1106,12.4069,39.0617,14.7421,15.6265,19.3448,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,12.8157,#N/A N/A
14/06/2024,12.5987,10.7616,7.6226,7.3899,19.4766,12.5117,38.8055,14.5204,15.8566,18.6312,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,12.6631,#N/A N/A
21/06/2024,12.8566,10.9773,7.7302,7.437,19.3494,12.4472,38.5412,14.4706,16.1586,18.5535,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,12.8034,#N/A N/A
28/06/2024,12.7048,13.8965,7.9733,7.3809,18.4236,12.3423,37.5492,15.4183,15.8674,18.1739,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,12.6891,#N/A N/A
05/07/2024,12.9886,14.2753,8.4179,7.3595,18.3934,12.544,37.0896,15.2319,16.6836,18.6457,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,13.0466,#N/A N/A
12/07/2024,12.9525,13.6239,8.4905,7.4404,18.9793,12.8385,38.2742,15.2923,17.0935,19.0448,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,13.1289,#N/A N/A
19/07/2024,12.7926,13.6608,8.7271,7.2773,19.1674,13.149,37.581,15.3478,16.8023,18.5723,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,12.9868,#N/A N/A
26/07/2024,12.6891,13.5351,8.8321,7.3108,20.1908,13.1934,37.6936,15.6552,17.5142,19.0724,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,13.2142,#N/A N/A
02/08/2024,12.594,13.1588,7.9809,6.947,20.4134,13.1773,38.7667,15.751,17.9241,17.5765,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,13.0068,#N/A N/A
09/08/2024,12.5589,12.8008,8.3302,6.9977,19.8638,13.3305,38.9487,15.7813,17.5969,17.8765,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,12.7695,#N/A N/A
16/08/2024,12.7835,13.1885,8.7137,7.2427,19.9537,13.7621,40.521,16.0383,17.6688,18.5302,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,13.0015,#N/A N/A
23/08/2024,12.7232,13.0995,8.7958,7.3726,20.4129,13.1129,41.4629,16.1542,17.8881,19.2792,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,13.0279,#N/A N/A
30/08/2024,12.4724,13.031,8.7176,7.4668,20.9347,13.2857,41.861,16.7036,17.9528,18.7308,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,13.3173,#N/A N/A
06/09/2024,11.7056,12.3127,8.4294,7.2668,21.2216,13.7702,39.8962,16.6482,18.3286,18.183,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,13.0256,#N/A N/A
13/09/2024,11.8947,12.2775,8.4408,7.3839,21.0301,13.6913,37.6506,16.4667,18.7601,18.729,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,13.1691,#N/A N/A
20/09/2024,12.1068,12.6247,8.6546,7.5141,20.8018,13.65,37.7356,15.4839,18.6252,19.1956,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,13.1154,#N/A N/A
27/09/2024,11.5037,12.0162,8.75,7.7793,21.1089,13.5486,37.4917,15.494,18.6072,20.5027,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,13.2599,#N/A N/A
04/10/2024,13.7975,33.643,7.9108,7.4284,20.5755,13.6049,36.7408,23.6548,24.0242,19.6869,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,13.1402,#N/A N/A
11/10/2024,13.8307,32.9399,8.2465,7.2056,20.6321,13.4171,36.7042,23.987,24.0194,19.2615,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,13.1088,#N/A N/A
18/10/2024,13.5045,32.0762,8.4703,7.2686,20.842,13.5899,37.1894,23.9222,24.7712,19.972,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,13.2754,#N/A N/A
25/10/2024,13.5093,32.3347,8.4406,7.2472,20.556,13.2518,35.9454,23.4765,24.0627,19.225,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,13.1019,#N/A N/A
01/11/2024,13.6087,30.0884,8.4126,7.5109,20.3812,13.0716,34.0077,23.0065,23.788,17.8833,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,12.9884,#N/A N/A
08/11/2024,13.4997,29.6274,8.7937,7.286,19.6385,12.9664,30.4819,22.3825,23.5133,17.2781,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,12.844,#N/A N/A
15/11/2024,13.1991,29.7376,9.0682,7.4105,19.5405,12.9852,30.0697,21.0859,23.4892,17.095,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,12.8759,#N/A N/A
22/11/2024,13.3125,30.2802,8.993,7.4315,20.2807,13.2744,31.322,21.7504,23.9471,17.3544,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,13.1733,#N/A N/A
29/11/2024,13.1473,30.1187,9.2238,7.6331,20.3433,13.7627,32.226,21.637,23.9182,17.2851,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,13.2155,#N/A N/A
06/12/2024,12.8735,29.5877,9.2587,7.749,20.0573,13.7815,32.3637,21.7828,23.0892,17.8051,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,13.2508,#N/A N/A
13/12/2024,12.8708,30.7525,9.4196,7.9174,20.1528,13.973,31.5314,21.5478,22.7567,19.0838,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,13.2376,#N/A N/A
20/12/2024,12.3185,29.4003,9.0997,7.851,19.8032,13.7627,30.8512,21.3938,22.376,18.2284,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,12.8936,#N/A N/A
27/12/2024,12.5113,29.7923,9.2622,7.9913,19.8272,13.7815,31.355,21.7585,22.776,18.386,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,12.9975,#N/A N/A
03/01/2025,12.5972,294.5304,7.4014,7.8336,22.7722,13.9843,28.9772,21.2025,22.935,18.8067,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,13.4873,#N/A N/A
10/01/2025,12.6809,302.0682,7.1681,7.8755,22.3953,13.511,29.5643,21.3528,22.1302,18.4948,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,13.5237,#N/A N/A
17/01/2025,13.0896,307.3683,8.0375,8.0756,22.4873,13.6951,29.3278,21.5032,23.2097,18.3303,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,13.9527,#N/A N/A
24/01/2025,12.9322,304.8306,8.1403,8.2372,22.3528,13.5223,30.3948,21.4636,23.0121,19.3376,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,13.962,#N/A N/A
31/01/2025,13.185,305.9195,8.25,8.493,22.9221,13.9806,31.1185,22.231,23.6097,18.634,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,14.2441,#N/A N/A
07/02/2025,12.9668,312.4186,8.4639,8.5412,23.3734,14.5477,31.6905,22.8323,23.6724,17.0464,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,14.293,#N/A N/A
14/02/2025,13.3267,342.9355,8.1833,8.8427,21.8575,14.8971,32.5168,22.7057,23.0651,16.7329,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,14.3162,#N/A N/A
21/02/2025,13.1823,328.9906,8.4389,9.0321,22.0021,16.0382,32.6096,22.6108,23.0892,17.1287,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,14.2693,#N/A N/A
28/02/2025,13.1175,320.13,8.6472,9.4781,22.4967,16.2998,33.1888,23.2041,23.4941,16.844,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,14.6101,#N/A N/A
07/03/2025,13.033,310.2798,8.2986,9.1221,22.7077,16.2955,34.3228,24.2722,22.4049,17.3772,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,13.1037,#N/A N/A
14/03/2025,13.4569,322.4484,8.1875,9.0696,22.3318,14.542,34.1538,23.9082,23.282,16.5165,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,12.9949,#N/A N/A
21/03/2025,13.9293,338.1017,8.2625,9.1869,22.524,13.959,33.0419,23.8766,23.6579,16.5021,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,13.0335,#N/A N/A
28/03/2025,14.303,327.6378,8.1528,9.2387,22.7133,14.2462,32.5381,23.5522,24.3254,16.3798,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,12.9341,#N/A N/A
04/04/2025,14.6784,327.6378,6.4612,8.99,22.8436,14.5763,27.8182,18.3614,17.605,16.0476,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,12.0178,#N/A N/A
11/04/2025,13.8173,327.6378,6.6654,8.9012,22.3249,14.049,26.0707,16.7617,17.2304,16.5728,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,11.88,#N/A N/A
18/04/2025,14.8331,327.6378,7.1654,9.5958,23.242,15.2022,26.7912,17.3122,18.3711,16.9832,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,12.341,#N/A N/A
25/04/2025,15.0541,327.6378,7.5672,10.1897,22.725,15.3437,27.6482,17.9922,18.252,17.0119,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,12.5487,#N/A N/A
02/05/2025,15.1517,327.6378,7.7791,10.3019,23.157,15.9053,28.5142,18.763,18.1583,17.4191,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,12.8146,#N/A N/A
09/05/2025,15.0039,327.6378,7.9328,10.3661,23.0928,16.1926,27.1983,17.8433,17.9455,17.9349,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,12.754,#N/A N/A
16/05/2025,15.1589,327.6378,8.4109,10.7455,22.799,15.5581,27.359,18.0635,18.0732,17.6621,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,13.0612,#N/A N/A
23/05/2025,15.0107,327.6378,8.354,10.7767,23.143,16.3641,28.1668,18.465,18.5755,16.9032,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,13.2317,#N/A N/A
30/05/2025,15.1251,327.6378,8.4625,10.7824,23.1138,16.6342,28.8028,19.5207,17.8178,16.7937,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,13.3146,#N/A N/A
06/06/2025,15.55,327.6378,8.6098,10.9343,22.8184,16.7456,29.0942,19.5984,17.6646,16.1636,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,13.4148,#N/A N/A
13/06/2025,16.4075,327.6378,8.2506,10.8062,22.579,17.0714,29.8113,19.579,18.0987,16.3974,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,13.4372,#N/A N/A
20/06/2025,16.5792,327.6378,8.3721,10.7126,22.0618,17.2344,27.9422,18.1671,17.8604,15.6729,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,13.3215,#N/A N/A
27/06/2025,16.2661,327.6378,8.7481,11.119,21.4578,17.1872,27.9721,18.206,18.1072,15.5533,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,13.3583,#N/A N/A
04/07/2025,16.0109,140.2608,7.8552,12.0802,22.098,17.3844,26.3655,16.7461,17.8263,24.583,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,13.2954,#N/A N/A
11/07/2025,16.1119,147.1677,8.081,12.2882,21.9141,17.1958,26.3828,16.7878,17.5028,24.2288,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,13.4782,#N/A N/A
18/07/2025,15.6954,145.427,8.3103,12.5099,21.6842,17.8431,25.8197,16.0667,18.0391,24.4319,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,13.559,#N/A N/A
25/07/2025,15.9824,144.6849,8.5682,12.8524,21.6284,18.3705,27.0979,16.5971,18.0817,25.031,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,13.7763,#N/A N/A
01/08/2025,16.0063,143.1106,8.4767,12.1478,22.012,18.1775,27.4902,16.6448,18.3797,22.7775,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,13.6614,#N/A N/A
08/08/2025,15.9275,154.2329,8.7453,12.6216,21.9786,17.4444,27.454,16.6329,17.9114,25.6525,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,13.7284,#N/A N/A
15/08/2025,15.9718,154.8217,8.8213,12.7184,21.9825,17.7145,29.3743,16.9845,17.7752,26.0012,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,13.915,#N/A N/A
22/08/2025,16.2554,155.2191,8.9473,13.0732,22.7679,18.5788,30.2578,17.6341,17.8604,27.0779,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,14.1927,#N/A N/A
29/08/2025,16.4267,158.179,8.5658,12.7778,22.7276,18.4219,29.7681,17.3123,17.7242,26.1239,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,13.9911,#N/A N/A
05/09/2025,15.8659,152.3599,8.5813,13.0151,23.2567,19.2195,30.5662,17.5924,17.605,25.9672,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,14.0088,#N/A N/A
12/09/2025,15.9633,154.5436,9.0341,13.644,22.6588,19.1279,29.8928,17.9201,17.8519,23.9207,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,14.1297,#N/A N/A
19/09/2025,15.7252,153.666,9.0709,13.8467,22.1112,18.9492,28.4882,17.8367,17.622,23.1041,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,14.0375,#N/A N/A
26/09/2025,16.3497,161.7563,9.0935,13.9067,21.396,19.2369,27.5473,17.7116,17.9795,22.1175,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,14.154,#N/A N/A
03/10/2025,14.8066,57.6317,9.2246,15.2114,21.3404,19.555,28.0884,12.0451,18.3456,22.8156,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,14.4123,#N/A N/A
10/10/2025,14.6253,56.6254,8.917,14.0981,21.8263,19.4592,28.1014,12.0192,18.8223,22.6787,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,14.3146,#N/A N/A
17/10/2025,14.6769,55.6514,8.5651,13.7521,22.6977,19.2674,27.7579,12.0192,19.2395,23.1303,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,14.2024,#N/A N/A
24/10/2025,15.4081,58.3518,9.2952,14.1881,22.6945,19.847,27.4486,11.9822,19.597,22.7254,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,14.644,#N/A N/A
31/10/2025,15.2006,58.6103,9.7429,14.8432,22.1324,20.0214,26.9779,13.1694,19.4097,21.6907,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,14.7528,#N/A N/A
07/11/2025,15.2526,60.9594,9.6878,14.9898,22.2287,20.6707,27.989,13.0806,19.929,21.4614,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,14.7521,#N/A N/A
14/11/2025,15.2903,61.1967,9.8985,15.4496,21.4386,19.1061,29.3401,13.1953,19.912,22.279,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,14.8149,#N/A N/A
21/11/2025,14.8318,59.9328,9.3886,14.5018,22.0935,19.7206,29.828,13.2249,19.3842,21.8621,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,14.5824,#N/A N/A
28/11/2025,14.9777,60.6685,10.2994,15.0576,21.9402,19.6248,30.4734,13.247,19.5204,21.683,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,14.8607,#N/A N/A
05/12/2025,14.9567,60.9177,10.3988,15.0483,21.5918,19.7424,29.8509,13.3506,19.3161,21.0191,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,14.7789,#N/A N/A
12/12/2025,14.6043,59.2744,10.637,15.8036,21.726,19.2107,29.6189,13.4948,19.0437,21.0033,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,14.7515,#N/A N/A
19/12/2025,14.6984,57.3483,11.2259,16.5932,22.0318,19.2674,30.1302,13.4763,19.4353,21.1927,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,15.135,#N/A N/A
26/12/2025,14.8039,58.0033,11.245,16.8638,21.8863,19.0887,30.4072,13.3543,19.3672,20.2505,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,15.0941,#N/A N/A
02/01/2026,12.2611,19651.4923,10.979,17.0548,21.845,19.2718,27.7256,12.9986,19.7077,20.4267,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,15.1867,#N/A N/A
