Start Date,07/01/2019,,,,,,,,,,,,,,,,
End Date,05/01/2026,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,SHEL LN Equity,BP/ LN Equity,BARC LN Equity,HSBA LN Equity,ULVR LN Equity,TSCO LN Equity,AZN LN Equity,GSK LN Equity,NG/ LN Equity,DGE LN Equity,IGLS LN Equity,VGOV LN Equity,SLXX LN Equity,SGLN LN Equity,UKX Index,GUKG10 Index,VUKE LN Equity
,#NAME?,#N/A Requesting Data...,#N/A Requesting Data...,#N/A Requesting Data...,#N/A Requesting Data...,#N/A Requesting Data...,#N/A Requesting Data...,#N/A Requesting Data...,#N/A Requesting Data...,#N/A Requesting Data...,#N/A Requesting Data...,#N/A Requesting Data...,#N/A Requesting Data...,#N/A Requesting Data...,#N/A Requesting Data...,#N/A Requesting Data...,#N/A Requesting Data...
Dates,PX_LAST,PX_LAST,PX_LAST,PX_LAST,PX_LAST,PX_LAST,PX_LAST,PX_LAST,PX_LAST,PX_LAST,PX_LAST,PX_LAST,PX_LAST,PX_LAST,PX_LAST,PX_LAST,PX_LAST
13/09/2024,2554.5,404.2,221.15,658.7,5296.008,364.5,11928,1633.5,1043.5,2470,127.66,17.185,123.965,3817,8273.09,3.768,35.885
20/09/2024,2562,409.55,226.75,660.5,5203.792,363.4,11780,1536,1036,2494.5,127.47,16.99,123.44,3825.5,8229.99,3.903,35.725
27/09/2024,2424,388.15,229.25,680.9,5247.755,360.7,11654,1537,1035,2653,127.38,16.855,122.77,3850,8320.76,3.977,36.125
04/10/2024,2577.5,416.85,226.25,691.8,5129.804,362.2,11738,1459.5,997,2599.5,126.97,16.68375,122.57,3942,8280.63,4.13,35.98
11/10/2024,2592,409.45,235.85,673.2,5153.394,357.2,11764,1480,996.8,2551.5,127.18,16.54375,122.29,3952,8253.65,4.207,35.865
18/10/2024,2536.5,399.6,242.25,680.6,5180.202,361.8,11946,1476,1028,2651.5,127.55,16.80125,123.94,4051,8358.25,4.056,36.32
25/10/2024,2550.5,404.9,241.4,682.1,5106.214,352.8,11606,1448.5,998.6,2565.5,127.29,16.5925,122.94,4104.5,8248.84,4.233,35.83
01/11/2024,2579,378.2,240.6,709.6,5096.563,348,11022,1419.5,987.2,2395.5,126.58,16.3,121.58,4119,8177.15,4.445,35.485
08/11/2024,2564.5,373.3,251.5,690,4864.95,345.2,9903,1381,975.8,2320,126.695,16.31125,121.8,4041,8072.39,4.435,35.11
15/11/2024,2561,382.7,259.35,716.8,4870.312,345.7,9978,1301,974.8,2344.5,126.88,16.22,121.615,3947.5,8063.61,4.471,35.125
22/11/2024,2603,392.7,257.2,724.4,5031.154,353.4,10474,1342,993.8,2398.5,127.07,16.3375,121.99,4199,8262.08,4.386,36.045
29/11/2024,2531.5,384.65,263.8,732.7,5040.805,366.4,10612,1335,992.6,2352.5,127.54,16.5425,123.46,4071,8287.3,4.242,36.16
06/12/2024,2478,377.75,264.8,743.6,4960.383,366.9,10654,1344,958.2,2422.5,127.51,16.4875,123.31,4024,8308.61,4.275,36.25
13/12/2024,2498.5,395.95,269.4,766.2,5000.058,372,10468,1329.5,944.4,2618.5,127.57,16.26375,121.63,4096,8300.33,4.412,35.995
20/12/2024,2394.5,379.05,260.25,760.8,4888.54,366.4,10256,1320,928.6,2504.5,127.42,16.1075,121.15,4056,8084.61,4.51,35.09
27/12/2024,2440.5,385.45,264.9,777.1,4907.842,366.9,10460,1342.5,945.2,2535,127.33,15.9925,120.865,4047,8149.78,4.633,35.355
03/01/2025,2566.5,407.95,266.45,782.3,4890.685,372.3,10594,1340,951.8,2448.5,127.465,16.025,121.28,4135,8223.98,4.593,35.735
10/01/2025,2625,425.1,258.05,799.1,4861.733,359.7,10982,1349.5,918.4,2446.5,127.21,15.725,119.47,4284,8248.49,4.838,35.8
17/01/2025,2720.5,434.3,289.35,822.7,4918.564,364.6,10938,1359,963.2,2434.5,125.21,15.93,121.03,4328,8505.22,4.66,36.9
24/01/2025,2620,419.85,293.05,818,4872.456,360,11050,1356.5,955,2503.5,125.41,15.99,121.69,4320,8502.35,4.629,36.89
31/01/2025,2678.5,422.5,297,845.7,4966.817,372.2,11344,1405,979.8,2419,125.67,16.0975,122.33,4388,8673.96,4.538,37.675
07/02/2025,2645,433.25,304.7,854,5037.588,387.3,11600,1443,982.4,2222,126.08,16.2125,122.87,4491,8700.53,4.476,37.795
14/02/2025,2674,467.8,294.6,869.7,4716.975,396.6,11708,1435,957.2,2145.5,126.13,16.15,122.79,4458.5,8732.46,4.5,37.94
21/02/2025,2637.5,447.5,303.8,885.8,4714.831,374.1,11708,1429,958.2,2190,125.99,16.05,122.345,4513,8659.37,4.571,37.7175
28/02/2025,2636,437.35,311.3,933.6,4811.336,380.2,11968,1466.5,975,2163,126.42,16.20375,122.92,4396,8809.74,4.482,38.4
07/03/2025,2554.5,413.45,298.75,876.4,4940.01,380.1,12072,1534,929.8,2176.5,126.385,16.0475,121.93,4388,8679.88,4.638,37.985
14/03/2025,2633.5,429,294.75,870,4868.167,339.2,11994,1511,966.2,2065.5,126.5,16.01625,120.035,4493,8632.33,4.666,37.795
21/03/2025,2727,450,297.45,881.6,4885.324,325.6,11608,1509,981.8,2064.5,126.425,15.8875,119.65,4536,8646.79,4.712,37.535
28/03/2025,2796.5,435.5,293.5,885.4,4918.564,332.3,11416,1488.5,1009.5,2046.5,126.6,15.91125,119.73,4625,8658.85,4.694,37.64
04/04/2025,2481.5,370.7,250.05,760,5033.299,340,10808,1417.5,1034,2012,127.455,16.2825,119.92,4540,8054.98,4.448,35.03
11/04/2025,2308,331.7,257.95,743.5,5008.636,327.7,10008,1294,1012,2053,127.42,15.7975,118.38,4823,7964.18,4.753,34.76
18/04/2025,2439,359.4,277.3,789,5153.394,354.6,10124,1336.5,1079,2071,127.71,16,119.7,4832,8275.66,4.566,36.17
25/04/2025,2464,364.45,292.85,834,5023.648,357.9,10400,1389,1072,2065,127.95,16.13,121.035,4779,8415.25,4.479,36.805
02/05/2025,2486.5,350.3,301.05,845.4,5110.503,371,10754,1448.5,1066.5,2120,128.09,16.1225,121.15,4737,8596.35,4.508,37.515
09/05/2025,2458,372.3,307,849.2,5060.106,377.7,10240,1377.5,1054,2179,128.07,16.04875,121.195,4879,8554.8,4.567,37.41
16/05/2025,2490.5,372.8,325.5,882.8,4959.311,362.9,10330,1394.5,1061.5,2152,127.825,15.95,121.205,4659,8684.56,4.649,38.005
23/05/2025,2420,356.2,323.3,868.8,5034.371,381.7,10436,1425.5,1091,2021,127.94,15.79875,120.74,4832,8717.97,4.681,38.145
30/05/2025,2449.5,359.75,327.5,873.2,5047.238,388,10720,1507,1046.5,2017,128.01,15.9025,121.38,4741,8772.38,4.647,38.45
06/06/2025,2507.5,361.45,333.2,881.7,4977.54,390.6,10782,1513,1037.5,1933,128.09,15.9675,121.91,4786,8837.91,4.644,38.75
13/06/2025,2631,386.35,319.3,866.5,4970.034,398.2,10986,1511.5,1063,1950,128.38,16.07125,121.35,4891,8850.63,4.55,38.7925
20/06/2025,2683,384.7,324,866.9,4892.83,402,10392,1402.5,1049,1881,128.44,16.055,121.45,4858,8774.65,4.537,38.125
27/06/2025,2587,370.4,338.55,884.3,4752.36,400.9,10224,1405.5,1063.5,1834.5,128.775,16.0675,122.11,4636,8798.91,4.504,38.2025
04/07/2025,2628,379.25,330.5,885.9,4830.637,405.5,10336,1405,1047,1908.5,128.815,16.0125,121.91,4744.5,8822.91,4.554,38.34
11/07/2025,2672,402.05,340,910.5,4805.975,401.1,10450,1408.5,1028,1900.5,128.84,15.9225,121.77,4838,8941.12,4.622,38.825
18/07/2025,2620,399.9,349.65,933,4760.939,416.2,10294,1348,1059.5,1929,126.33,15.7975,121.19,4845,8992.12,4.674,39.04
25/07/2025,2667.5,397.8,360.5,958.4,4788.818,428.5,10802,1392.5,1062,1976,126.53,15.8475,121.87,4812,9120.31,4.635,39.63
01/08/2025,2707,398.7,356.65,917.9,4858.516,424,11104,1396.5,1079.5,1822,126.89,16.0025,122.73,4910,9068.58,4.528,39.49
08/08/2025,2653,423.2,367.95,939.3,4826.348,406.9,10922,1395.5,1052,2021,126.69,15.93,122.31,4897,9095.73,4.601,39.68
15/08/2025,2639,421.4,371.15,938.9,4808.119,413.2,11592,1425,1044,2032,126.68,15.8225,122.06,4784,9138.9,4.696,40.015
22/08/2025,2692,423.45,376.45,967.3,4998.986,426.3,11968,1479.5,1049,2121,126.84,15.7475,122,4844,9321.4,4.693,40.785
29/08/2025,2724,432.1,360.4,946.7,4988.263,422.7,11790,1452.5,1041,2049,126.84,15.7175,121.65,4954,9187.34,4.722,40.33
05/09/2025,2627.5,415.65,361.05,963,5113.72,441,12090,1476,1034,2034,127.01,15.84,122.34,5149,9208.21,4.646,40.39
12/09/2025,2637,420.55,380.1,1007,4964.673,438.9,11794,1503.5,1048.5,1869,126.95,15.83125,120.99,5222,9283.29,4.671,40.74
19/09/2025,2612.5,420.55,381.65,1027.8,4883.179,434.8,11304,1496.5,1035,1815.5,126.97,15.725,121.06,5287,9216.67,4.715,40
26/09/2025,2733.5,445.5,382.6,1038.8,4730.915,441.4,11000,1486,1056,1749,127.06,15.7225,121.12,5472,9284.83,4.746,40.325
03/10/2025,2702.5,423.75,385.35,1061.8,4709.469,448.7,12650,1628.5,1077.5,1793.5,127.17,15.79,121.66,5602,9491.25,4.69,41.24
10/10/2025,2696,420.5,372.5,993.9,4809.191,446.5,12782,1625,1105.5,1800.5,127.38,15.8275,121.84,5835,9427.47,4.675,41.045
17/10/2025,2691,411.05,357.8,964.3,5002.202,442.1,12558,1625,1130,1826.5,127.75,15.9575,122.565,6168,9354.57,4.531,40.72
24/10/2025,2851,434.95,388.3,1004,5027.937,455.4,12532,1620,1151,1811,127.99,16.1075,123.61,6026,9645.62,4.432,41.97
31/10/2025,2847.5,442.3,407,1063.4,4920.709,459.4,12470,1780.5,1140,1750,128.15,16.1675,123.97,5891,9717.25,4.409,42.285
07/11/2025,2849,458.7,404.7,1070.8,4951.805,474.3,12900,1768.5,1170.5,1726.5,128.16,16.105,123.505,5920,9682.57,4.466,42.115
14/11/2025,2858,460.8,413.5,1104.4,4793.107,438.4,13532,1784,1169.5,1793.5,128.02,15.96875,122.62,6048,9698.37,4.574,42.295
21/11/2025,2785,453.35,392.2,1041.4,4916.42,452.5,13820,1788,1138.5,1768,128.3,15.9525,122.97,6037,9539.71,4.546,41.61
28/11/2025,2783.5,454.2,430.25,1070.2,4872.456,450.3,13974,1791,1146.5,1735.5,128.51,16.115,124.04,6173,9720.51,4.44,42.375
05/12/2025,2760,452.85,434.4,1062,4778.095,453,13592,1805,1134.5,1670.5,128.56,16.1175,124.25,6139,9667.01,4.476,42.28
12/12/2025,2686.5,439.25,444.35,1111.8,4835.5,440.8,13444,1824.5,1118.5,1664,128.53,16.05,122.48,6221,9649.03,4.517,42.2
19/12/2025,2703,424.85,468.95,1167,4890,442.1,13672,1822,1141.5,1678.5,128.57,16.01,122.665,6312,9897.42,4.524,43.03
26/12/2025,2698,425.85,469.75,1175.4,4838,438,13674,1805.5,1137.5,1589.5,128.61,16.042,123,6453,9870.68,4.507,42.94
02/01/2026,2759.5,437.9,479.5,1191.8,4822.5,442.2,13592,1831.5,1157.5,1607.5,128.84,16.028,122.85,6210,9951.14,4.537,43.34
